parameter_A,parameter_B,channels,n_channels,source,evidence_tier_A,evidence_tier_B
MEASURE_ET_DC_Stress_Gm_max_after,MEASURE_ET_DC_Stress_Idss_after,M1_nonadditivity_outlier_within_medium+M6_both_nonlinear_evidenced,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_CF_S12_Ph_L1018,MEASURE_ET_DC_SMALL_Vp_01,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
SIN_ET_DC_RF_Vg_optt2,GATE2_ET_Ids2_Gate_recess_current,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
ANODE_ET_Ran_con_1,THIN_ET_TF_AB_1,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_Stress_Id_max_Ig_after,FIC_ET_Rc_OG142,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
BRGM_ET_i5021_3,CATHODE_ET_Rc_cat_ct2_OW_ST,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
OHMIC_ET_R114,MEASURE_ET_DC_SEC_Ids_min_ON,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_Cap_C300FM1,MEASURE_ET_Rc_TF_AB_2,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,TOPSIN_ET_lkg_Cap1,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_C300pf_0,MEASURE_ET_DC_SEC_X_Ids_max_norm_SD3p5,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_SD3p5,TOPSIN_ET_DC_RF_Imax,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_SD3p5,TOPSIN_ET_Cap3pf_0,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
THIN_ET_lkg_PAD_10,MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_SD3p5,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_SD3p5,THIN_ET_Rcat_cn_1_OW_ST,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,MEASURE_ET_lkg_C20,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_LT_SEC_Vbgd1_Vd7,TOPSIN_ET_DC_RF_Id_gm_max,M1_nonadditivity_outlier_within_medium+M6_both_nonlinear_evidenced,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_lkg_C300,MEASURE_ET_lkg_C20,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_DC_RF_Gm_max,MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_SD3p5,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_Big_Idss,MEASURE_ET_RF_Modeling_Gm_max_W,M1_nonadditivity_outlier_within_medium+M6_both_nonlinear_evidenced,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_Cap_C300,MEASURE_ET_DC_SEC_X_Ids_max_norm_SD3p5,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_neg,TOPSIN_ET_DC_SMALL_Vp_1,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_SD3p5,SIN_ET_DC_RF_Gm_0,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
THIN_ET_Rcat_cn_3_OW_ST,ANODE_ET_C_AN_2,M1_nonadditivity_outlier_within_medium+M6_both_nonlinear_evidenced,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_lkg_CapFICBRGM,MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_SD3p5,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_LT_SEC_Ileak_m9V_mA_mm,THIN_ET_lkg_50_at20V,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SMALL_Imax,MEASURE_ET_DC_SEC_X_Vg_at_I1_pos_SD3p5,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_Rc_cat_ct2,TOPSIN_ET_DC_SMALL_Vbgs_0p01,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_Vp_1,TOPSIN_ET_Rc_f_hr_23,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_Vbkdn_CapBig,CATHODE_ET_Rcat_cn_2_OW_ST,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_lkg_5,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2,A_high_x_high+D_v3_multichannel_corroborated,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RF_Vp_1_W,MEASURE_ET_DC_SEC_X_Vboff_Id_plus_Ig_FPSD3p2,M1_nonadditivity_outlier_within_medium+M6_both_nonlinear_evidenced,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_neg_FPSD3p2,FIC_ET_DC_PIV_Gate_Lag_1,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
OHMIC_ET_lkg_5,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RF_Vbgd_0p1,SIN_ET_DC_RF_Vds_max_0p1mA,M1_nonadditivity_outlier_within_medium+M6_both_nonlinear_evidenced,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_C100C300pf,TOPSIN_ET_DC_SMALL_Vt_gd,M1_nonadditivity_outlier_within_medium+M6_both_nonlinear_evidenced,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_DC_RF_Vp_01,GATE2_ET_Ids2_Gate_recess_current,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_RF_Modeling_S22ang_10GHz,MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos_FPSD3p2,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RF_Vbin_gs,TOPSIN_ET_DC_RF_Imax,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
CATHODE_ET_Rc_cat_ct2_OW_ST,TOPSIN_ET_Cap2pf_0,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_DC_PIV_Gate_Lag_1,MEASURE_ET_DC_RF_Vbin_gd,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_Vp_1mA,SIN_ET_DC_RF_Vbgd_0p1,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_lkg_CapPARCAP,MEASURE_ET_DC_SEC_Vp_1mA,A_high_x_high+D_v3_multichannel_corroborated,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
THIN_ET_Rc_cat_ct2,FIC_ET_DC_PIV_Drain_Lag_1,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_RF_Modeling_Gm_m0p2_W,MEASURE_ET_RF_Modeling_Gm_max_W,M1_nonadditivity_outlier_within_medium+M6_both_nonlinear_evidenced,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_neg_SD3p5,TOPSIN_ET_DC_SMALL_Gm_max,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF_CF_S12_Ph_L1018,MEASURE_ET_DC_SMALL_Vp_1,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_KLV_F_AB_4u,MEASURE_ET_DC_SMALL_Ids_m0p2,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
THIN_ET_DC_RF_Vbgs_0p01,THIN_ET_lkg_C300,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_C200,MEASURE_ET_DC_SEC_X_Ids_max_norm_SD3p5,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_RF_Modeling_S22ang_10GHz,FIC_ET_Vp_1,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_RF_Modeling_Gm_m0p2_W,CATHODE_ET_Rc_cat_ct2_OW_ST,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_C100C500pf,MEASURE_ET_DC_SMALL_Vp_1,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
SIN_ET_DC_RF_Vbgs1,MEASURE_ET_DC_RF_Vbin_gd,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_Cap_C300,CATHODE_ET_Rcat_cn_2_OW_ST,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm_first_FPSD3p2,MEASURE_ET_lkg_SY8_80,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_DC_SMALL_Idss,MEASURE_ET_DC_SMALL_Vbin_gd,M1_nonadditivity_outlier_within_medium+M6_both_nonlinear_evidenced,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_Diode_S11_dB_forw,MEASURE_ET_DC_Stress_Id_max_Ig_after,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
THIN_ET_DC_RF_Idss,MEASURE_ET_RF_Modeling_Gm_max_W,M1_nonadditivity_outlier_within_medium+M6_both_nonlinear_evidenced,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_F_AB,SIN_GATE_ET_lkg_SY07_10,M1_nonadditivity_outlier_within_medium+M2_dual_broadscore_corroboration,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_i5021_1,MEASURE_ET_DC_Big_S11ang_10GHz,M1_nonadditivity_outlier_within_medium+M6_both_nonlinear_evidenced,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_CapPARCAP,MEASURE_ET_DC_RF2_S11dB_26GHz,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
FIC_ET_C200S1,MEASURE_ET_DC_SEC_X_Vboff_Id_plus_Ig_FPSD3p2,M1_nonadditivity_outlier_within_medium+M6_both_nonlinear_evidenced,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_Rsh_F_AB_2,MEASURE_ET_DC_Stress_Id_max_Ig_after,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
CATHODE_ET_Rcat_cn_1_OW_ST,MEASURE_ET_Vbkdn_CapBig,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_C300_0,MEASURE_ET_DC_SEC_X_Vboff_Id_plus_Ig_FPSD3p2,M1_nonadditivity_outlier_within_medium+M6_both_nonlinear_evidenced,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_C20_0,MEASURE_ET_DC_SEC_Vbin_gs,A_high_x_high+D_v3_multichannel_corroborated,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_C300_0,MEASURE_ET_Rcat_cn_1,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_CapFICM1_0,CATHODE_ET_Rcat_cn_2_OW_ST,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_DC_RF_Vbin_gs,BRGM_ET_Probe_Number,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
FIC_ET_Rc_OG142,MEASURE_ET_DC_RF2_S11dB_26GHz,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
THIN_ET_Cap_C300,MEASURE_ET_RF_Modeling_Id_search,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_lkg_SY07_10,TOPSIN_ET_lkg_Cap1,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_CapFICM1,MEASURE_ET_Rc_TF_AB_2,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
FIN_FIN_Alignment_FIN_to_ohmic_alignment,THIN_ET_C_AN_2,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_Rc_OG142_GN,MEASURE_ET_Vbkdn_CapBig,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_TF_AB_1,MEASURE_ET_C300FM1,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_pos,MEASURE_ET_Cap1pf_0,M1_nonadditivity_outlier_within_medium+M4_shared_interaction_neighborhood,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_Vbpin,MEASURE_ET_DC_RF_Vt_gd,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_RF_Modeling_Idss_W,MEASURE_ET_DC_SEC_S_Ig_mAmm_at_Vg_cond_neg_SD3p5,M1_nonadditivity_outlier_within_medium+M6_both_nonlinear_evidenced,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
SIN_ET_DC_RF_Vbin_gd,MEASURE_ET_C385pf,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
FIC_ET_DC_RF_Vbgs_0p01,MEASURE_ET_DC_RF_CF_S21_Mag_L1018,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RF_S11ang_26GHz_W,BRGM_ET_lkg_SY07_10,M1_nonadditivity_outlier_within_medium+M6_both_nonlinear_evidenced,2,v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_SMALL_Gm_max,MEASURE_ET_DC_RF_Max_S11_Ph_L1018,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium,2,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_lkg_Cap1,MEASURE_ET_DC_SEC_Vp_1mA,A_high_x_high+D_v3_multichannel_corroborated,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_SMALL_Ids_m0p2,MEASURE_ET_LT_SEC_Id_min_mA_mm,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,THIN_ET_Ran_con_2,A_high_x_high+D_v3_multichannel_corroborated,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,MEASURE_ET_LT_SEC_Id_min_mA_mm,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_SEC_X_Vp_1_mA_mm,MEASURE_ET_DC_Stress_Id_max_Ig_after,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_LT_SEC_Ileak_m12p5V_mA_mm,MEASURE_ET_HIRS,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_HIRS,MEASURE_ET_LT_SEC_Ileak_m10p5V_mA_mm,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_Stress_Id_max_Ig_after,MEASURE_ET_DC_SMALL_Imax,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
SIN_ET_DC_RF_Vbgd1,MEASURE_ET_DC_Stress_Vg_gm_max_before,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium,2,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_CapPARCAP_0,MEASURE_ET_DC_RF_CF_S21_Mag_L1018,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_SMALL_Ids_m0p2,TOPSIN_ET_DC_PIV_Drain_Lag_1,A_high_x_high+D_v3_multichannel_corroborated,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_R414,MEASURE_ET_DC_SMALL_Ids_m0p2,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_CapFICM1,MEASURE_ET_RF_Modeling_Id_search,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium,2,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_DC_RF2_S22dB_26GHz,THIN_ET_lkg_100_at20V,A_high_x_high+D_v3_multichannel_corroborated,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_RF_Modeling_S22ang_10GHz,FIC_ET_Rc_f_hr_23,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
FIC_ET_DC_PIV_Gate_Lag_0,FIC_ET_DC_PIV_Drain_Lag_1,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_CapPARCAP_0,FIC_ET_DC_RF_Imax,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_Cap2pf,MEASURE_ET_C_CAT_2,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_RF2_MAG_26GHz,MEASURE_ET_DC_RF_K_W,A_high_x_high+D_v3_multichannel_corroborated,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_SEC_Vgs_0p1V,OHMIC_ET_lkg_5,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_SEC_X_Ig_cut1_mAmm_pos,TOPSIN_ET_DC_RF_Imax,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_DC_PIV_Gate_Lag_0,MEASURE_ET_RF_Modeling_Id_search,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium,2,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
BRGM_ET_KLV_F_M1_4u,MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_pos,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium,2,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
MEASURE_ET_ABVIETCH,MEASURE_ET_DC_SEC_S_Id_mA_mm_at_Vg3_SD3p5,A_high_x_high+D_v3_multichannel_corroborated,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_Vds_max,MEASURE_ET_DC_RF_Max_S11_Freq_L1018,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
TOPSIN_ET_lkg_CapFICBRGM,MEASURE_ET_DC_RF_Max_S11_Ph_L1018,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium,2,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
FIC_ET_OHMC,MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_pos_SD3p5,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium,2,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
TOPSIN_ET_DC_RF_Idss,MEASURE_ET_HIRS,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_DC_SEC_X_Ig_cut3_mAmm_pos,BRGM_ET_lkg_SY07_10,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium,2,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
THIN_ET_lkg_PAD_10,MEASURE_ET_HIRS,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
THIN_ET_TF_AB_2,MEASURE_ET_HIRS,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
THIN_ET_TF_AB_1,MEASURE_ET_HIRS,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
SIN_GATE_ET_lkg_SY8_80,MEASURE_ET_HIRS,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_HIRS,SIN_ET_lkg_SY8_80,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
FIC_ET_C200S1,MEASURE_ET_Rcat_cn_1,C_broadscreen_outlier_neither_high+M1_nonadditivity_outlier_within_medium,2,v4_reused+v5_medium_x_medium,MEDIUM_EVIDENCE,MEDIUM_EVIDENCE
SIN_ET_DC_RF_Gm_0,MEASURE_ET_HIRS,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
OHMIC_ET_lkg_5,MEASURE_ET_HIRS,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
MEASURE_ET_lkg_Cap_USV,MEASURE_ET_HIRS,A_high_x_high+E_spline_strong_v3_underrepresented,2,v4_reused,HIGH_EVIDENCE,HIGH_EVIDENCE
